id,listing_url,scrape_id,last_scraped,source,name,description,neighborhood_overview,picture_url,host_id,host_url,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,availability_eoy,number_of_reviews_ly,estimated_occupancy_l365d,estimated_revenue_l365d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
50100125.0,https://www.airbnb.com/rooms/50100125,20250600000000.0,17/06/2025,previous scrape,"2 Min Walk to Metro, 2 Bdrm Ground Level Apt","2 Mins walk to Mt Vernon Square/Convention Center Metro, which is the Green/Yellow Line. You can also walk to Union Station for Amtrak/MegaBus/MARC trains/ all metro lines. You are steps from Historic Blagden Alley and The Dabney, a top 5 DC Restaurant. This is a ground level 600 square foot 2 bedroom 1 bath apartment in a cute historic DC brownstone townhouse shared with only 2 other units. A newly remodeled kitchen and bathroom with new appliances.",,https://a0.muscache.com/pictures/miso/Hosting-48017116/original/74632e42-2003-4245-9fa7-881835d1900a.jpeg,382697037,https://www.airbnb.com/users/show/382697037,Nick,02/01/2021,,,within an hour,100%,99%,f,https://a0.muscache.com/im/pictures/user/User-382697037/original/0854f5c4-3c75-4dcf-8f5a-0ffb01872338.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-382697037/original/0854f5c4-3c75-4dcf-8f5a-0ffb01872338.jpeg?aki_policy=profile_x_medium,Northwest Washington,12.0,20.0,"['email', 'phone']",t,t,,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",,38.90432,-77.02211,Entire rental unit,Entire home/apt,6,,1 bath,2.0,,"[""Hot water"", ""Smoke alarm"", ""Free street parking"", ""Wifi"", ""Hair dryer"", ""Hangers"", ""Essentials"", ""TV"", ""Washer"", ""Dishes and silverware"", ""Dining table"", ""Air conditioning"", ""Carbon monoxide alarm"", ""Self check-in"", ""Kitchen"", ""Exterior security cameras on property"", ""Keypad"", ""Iron"", ""Heating"", ""Dryer""]",,1,1125,1,5,1125,1125,4.2,1125.0,,t,0,0,0,0,17/06/2025,22,4,1,0,0,24,,31/05/2021,22/05/2025,4.91,5.0,4.82,4.91,5.0,4.95,4.82,Exempt,f,3,3,0,0,0.45
50165737.0,https://www.airbnb.com/rooms/50165737,20250600000000.0,17/06/2025,previous scrape,DC Shaw's Spacious Condo w/ a Paris-Themed Suite,"Want to experience living in the heart of DC? This remodeled condo, spanning 1100 sq ft within a Victorian townhouse, has everything you need to relax and explore museums and restaurants on foot or by Uber. The condo features two spacious queen bedrooms and two bathrooms, with the ensuite bedroom boasting a decorative fireplace, along with the kitchen and a stove. There's an air mattress available for extra guests. The condo is conveniently located in the historic Shaw area, near the metro.","Shaw is the fast growing and most interesting town in DC - this zone is just as well known for trendy restaurants, indie boutiques and a happening bar scene. There's this Dacha - famous german beer and Compass cafe, local coffee cafe. The walking score is 94. The bike score is 91 as there are biking lanes around, and you may rent a Capital Share bike one block away.",https://a0.muscache.com/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6NTAxNjU3Mzc%3D/original/7ab27618-f8d8-467a-bdfa-6c1e51f4e051.jpeg,404766802,https://www.airbnb.com/users/show/404766802,Jason,01/06/2021,,,within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/60cd3af3-9c0b-4725-81fd-fcc3a06c23df.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/60cd3af3-9c0b-4725-81fd-fcc3a06c23df.jpg?aki_policy=profile_x_medium,Northwest Washington,3.0,3.0,"['email', 'phone']",t,t,Neighborhood highlights,"Edgewood, Bloomingdale, Truxton Circle, Eckington",,38.91164748,-77.01668072,Entire townhouse,Entire home/apt,6,,2 baths,2.0,,"[""Ceiling fan"", ""Hot water"", ""Freezer"", ""Refrigerator"", ""Fire extinguisher"", ""Coffee maker: Keurig coffee machine"", ""Smoke alarm"", ""Free street parking"", ""Cooking basics"", ""Wifi"", ""Hair dryer"", ""Hangers"", ""Essentials"", ""Hot water kettle"", ""Smart lock"", ""Toaster"", ""TV"", ""Long term stays allowed"", ""Dishes and silverware"", ""Dining table"", ""Free washer \u2013 In unit"", ""Body soap"", ""Dishwasher"", ""Dedicated workspace"", ""Free dryer \u2013 In unit"", ""Bed linens"", ""Air conditioning"", ""Carbon monoxide alarm"", ""Self check-in"", ""Shampoo"", ""Microwave"", ""Oven"", ""Kitchen"", ""Wine glasses"", ""Private entrance"", ""Exterior security cameras on property"", ""First aid kit"", ""Iron"", ""Heating"", ""Clothing storage: closet and dresser"", ""Electric stove"", ""Free parking on premises"", ""Blender"", ""Cleaning products""]",,2,28,2,2,28,28,2.0,28.0,,t,7,24,54,315,17/06/2025,147,36,0,148,50,216,,14/08/2021,25/04/2025,4.72,4.73,4.8,4.84,4.89,4.71,4.63,Hosted License: 5007242201000903,f,2,2,0,0,3.14
50223391.0,https://www.airbnb.com/rooms/50223391,20250600000000.0,17/06/2025,city scrape,2 Level Guest House on Capitol Hill w/Parking,"2 level Carriage House perfectly situated in beautiful Capitol Hill, just steps to the US Capitol, 2 Metro stops, restaurants, shops and the National Mall.  You'll enjoy being minutes to downtown while having your own Washingtonian Residence all to yourself after a day of touring all that DC has to offer. Plus, a free parking permit for street parking. This is a Carriage House, typical of many secondary units in DC. It is accessed through a bystreet corridor behind the main house.","This fully detached 2-level carriage house is located within a 3-block radius of Capitol South metro station (orange, blue and silver lines), the US Capitol, the House of Representatives, the Senate, the Library of Congress, the Supreme Court, Balance Gym, Starbucks, Whole Foods, Trader Joes, shops, restaurants and bars on Pennsylvania Ave., and parks galore!  Guests can easily walk to many of the popular sites in and around the Hill.  Walking distance to National's Stadium, Eastern Market and Navy Yard's Yard's Park.  Wander down the National Mall and check out all the Attractions that Washington DC has to offer.",https://a0.muscache.com/pictures/hosting/Hosting-50223391/original/85bacb6d-2c7e-478e-8dca-1883fb6a9f15.jpeg,405397184,https://www.airbnb.com/users/show/405397184,Jenifer,05/06/2021,,,within an hour,100%,96%,t,https://a0.muscache.com/im/pictures/user/c55116f9-89b9-46ce-a021-eba2e3d7cce1.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/c55116f9-89b9-46ce-a021-eba2e3d7cce1.jpg?aki_policy=profile_x_medium,Capitol Hill,1.0,1.0,['phone'],t,t,Neighborhood highlights,"Capitol Hill, Lincoln Park",,38.88569641,-77.00237274,Entire guesthouse,Entire home/apt,4,1.0,1 bath,1.0,2.0,"[""Ceiling fan"", ""Hot water"", ""AC - split type ductless system"", ""Freezer"", ""Refrigerator"", ""Fire extinguisher"", ""Smoke alarm"", ""Baking sheet"", ""Free street parking"", ""Cooking basics"", ""Wifi"", ""Indoor fireplace: wood-burning"", ""Hair dryer"", ""Room-darkening shades"", ""Hangers"", ""Heating - split type ductless system"", ""Essentials"", ""Toaster"", ""Children\u2019s books and toys for ages 0-2 years old, 2-5 years old, and 5-10 years old"", ""Dishes and silverware"", ""Dining table"", ""Free washer \u2013 In unit"", ""Body soap"", ""55 inch HDTV with Amazon Prime Video, Chromecast, standard cable, premium cable, HBO Max"", ""Dishwasher"", ""Board games"", ""Luggage dropoff allowed"", ""Shower gel"", ""Books and reading material"", ""Extra pillows and blankets"", ""Stainless steel oven"", ""Dedicated workspace"", ""Free dryer \u2013 In unit"", ""Bed linens"", ""Carbon monoxide alarm"", ""Self check-in"", ""Shampoo"", ""Microwave"", ""Blender"", ""Kitchen"", ""Children\u2019s dinnerware"", ""Wine glasses"", ""Exterior security cameras on property"", ""Private entrance"", ""Keypad"", ""Conditioner"", ""Bathtub"", ""First aid kit"", ""Iron"", ""Ethernet connection"", ""Pack \u2019n play/Travel crib - always at the listing"", ""Coffee"", ""Coffee maker: drip coffee maker"", ""Other stainless steel electric stove"", ""Clothing storage: closet"", ""Cleaning products""]",$153.00,2,14,1,2,1125,1125,2.0,1125.0,,t,10,10,10,10,17/06/2025,185,51,6,10,51,255,39015.0,05/07/2021,16/06/2025,4.91,4.93,4.89,4.89,4.9,4.96,4.84,Hosted License: 5007242201002343,f,1,1,0,0,3.84
50844635.0,https://www.airbnb.com/rooms/50844635,20250600000000.0,17/06/2025,city scrape,Lovely 1 bedroom condo in the heart of DC !,"This spot screams location, location, location! You will be in the heart of Washington DC with great local shops, premier restaurants, fun activities , premier bars and epic nightlife! Close to the National Mall with all the great museum's DC has to offer! A tranquil gem in the heart of Washington DC that you will love to call your home away from home !",,https://a0.muscache.com/pictures/miso/Hosting-50844635/original/5426c482-b6da-4dca-9ff8-64548308295d.jpeg,411041961,https://www.airbnb.com/users/show/411041961,Janice,05/07/2021,,,a few days or more,0%,,f,https://a0.muscache.com/im/pictures/user/54ba02c7-8525-4846-8e16-0817052c1729.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/54ba02c7-8525-4846-8e16-0817052c1729.jpg?aki_policy=profile_x_medium,Northwest Washington,1.0,1.0,['phone'],t,t,,"Dupont Circle, Connecticut Avenue/K Street",,38.91752,-77.03691,Entire condo,Entire home/apt,4,1.0,1 bath,1.0,2.0,"[""TV"", ""Washer"", ""First aid kit"", ""Fire extinguisher"", ""Smoke alarm"", ""Air conditioning"", ""Carbon monoxide alarm"", ""Wifi"", ""Kitchen"", ""Exterior security cameras on property""]",$149.00,31,1125,31,31,1125,1125,31.0,1125.0,,t,30,60,90,365,17/06/2025,10,0,0,198,0,0,0.0,18/07/2021,07/11/2021,4.8,4.9,4.8,4.5,4.7,4.9,4.8,,f,1,1,0,0,0.21
51489662.0,https://www.airbnb.com/rooms/51489662,20250600000000.0,17/06/2025,city scrape,"Walk to Parks, Restaurants, Monuments & More!","♢ Walkscore™ 94/100 : ""Walker's Paradise"" <br />♢ 12-min walk to Union Station METRO-rail subway stop, the largest hub in the city / also catch MARC trains to go just about anywhere beyond DC too!<br />♢ 4-min walk to Whole Foods<br />♢ Only ~20-min walk or so to the Capitol, National Mall and Smithsonian museums (or 2-3 METRO stops!)<br />♢ FREE parking<br /><br />The perfect home base for your DC group or family adventure here, nestled on the edge of the historic Capitol Hill neighborhood in an ideal location.","Capitol Hill is a lovely neighborhood complete with parks, restaurants, local shop & more. Just minutes to the downtown museums and monuments and National Mall. Bus stops just 1.5 blocks away and Union Station (Amtrak/Marc /Metro) just about 4.5 blocks away. You could spend days just touring Capitol  Hill and the H Street Corridor as well as the downtown attractions.",https://a0.muscache.com/pictures/prohost-api/Hosting-51489662/original/e7b41b87-4b02-48dc-bfe3-bd0dceeeb70c.jpeg,417050154,https://www.airbnb.com/users/show/417050154,Jaime,05/08/2021,,,within an hour,100%,99%,t,https://a0.muscache.com/im/pictures/user/442974a1-a30a-434f-a0c7-cc2ca9d8d6f0.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/442974a1-a30a-434f-a0c7-cc2ca9d8d6f0.jpg?aki_policy=profile_x_medium,Northeast Washington,1.0,1.0,"['email', 'phone']",t,t,Neighborhood highlights,"Union Station, Stanton Park, Kingman Park",,38.8980484,-76.99869537,Entire rental unit,Entire home/apt,4,1.0,1 bath,2.0,3.0,"[""Hot water"", ""Freezer"", ""Refrigerator"", ""Fire extinguisher"", ""Smoke alarm"", ""Baking sheet"", ""Free street parking"", ""Cooking basics"", ""Hair dryer"", ""Hangers"", ""Central air conditioning"", ""Laundromat nearby"", ""Essentials"", ""Hot water kettle"", ""Toaster"", ""TV"", ""Dishes and silverware"", ""Dining table"", ""Free washer \u2013 In unit"", ""Body soap"", ""Dishwasher"", ""Board games"", ""Luggage dropoff allowed"", ""Shower gel"", ""Books and reading material"", ""Extra pillows and blankets"", ""Crib"", ""High chair"", ""Free dryer \u2013 In unit"", ""Bed linens"", ""Free parking garage on premises"", ""Pack \u2019n play/Travel crib"", ""Clothing storage"", ""Carbon monoxide alarm"", ""Children\u2019s books and toys"", ""Stove"", ""Self check-in"", ""Shampoo"", ""Microwave"", ""Oven"", ""Kitchen"", ""Children\u2019s dinnerware"", ""Wine glasses"", ""Private entrance"", ""Fast wifi \u2013 347 Mbps"", ""Keypad"", ""Bathtub"", ""First aid kit"", ""Iron"", ""Heating"", ""Single level home"", ""Coffee"", ""Coffee maker: drip coffee maker"", ""Conditioner"", ""Cleaning products""]",$149.00,2,10,2,5,10,10,3.9,10.0,,t,7,23,53,229,17/06/2025,216,46,4,157,42,255,37995.0,26/09/2021,14/06/2025,4.89,4.87,4.84,4.97,4.93,4.95,4.84,Hosted License: 5007242200000009,f,1,1,0,0,4.76
51596844.0,https://www.airbnb.com/rooms/51596844,20250600000000.0,17/06/2025,city scrape,Beautiful DC Basement Suite!,"Keep it simple at this peaceful and centrally-located place.  Minutes from downtown DC, the White House, the U.S. Capital, and the National Mall. <br />Located near many attractions including  the Smithsonian, the Washington Monument, the White House, and the Library of Congress.  Also located 8 mins to MGM Casino, National Harbor/Gaylord Convention Center, & Tanger Outlets.  Also close to Arlington and Old Town Alexandria, Virginia. Metro bus/rail accessible to all the above places.","2.5 miles from U.S. Capitol, Capitol Hill, Smithsonian, White House, Union Station, restaurants and more...3 miles from downtown DC... 3-4 miles from Howard University, George Washington University, American University.  Metro Bus (B2) across the street from home and once on the bus the metro rail is 3 stops (Potomac Avenue Station).",https://a0.muscache.com/pictures/miso/Hosting-51596844/original/57bcd0ff-7795-4cdc-a7cf-98b4382a8a4a.jpeg,401132548,https://www.airbnb.com/users/show/401132548,Dr. Eugene,11/05/2021,,,within a day,100%,0%,f,https://a0.muscache.com/im/pictures/user/e63f021f-ad63-40f2-becb-62625db0b25b.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/e63f021f-ad63-40f2-becb-62625db0b25b.jpg?aki_policy=profile_x_medium,Fairlawn,2.0,2.0,"['email', 'phone']",t,f,Neighborhood highlights,"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",,38.87049,-76.97482,Private room in townhouse,Private room,2,1.0,1 private bath,1.0,1.0,"[""Hot water"", ""Freezer"", ""City skyline view"", ""Refrigerator"", ""Private living room"", ""Fire extinguisher"", ""Coffee maker: Keurig coffee machine"", ""Smoke alarm"", ""Free street parking"", ""Window AC unit"", ""Wifi"", ""Radiant heating"", ""Hair dryer"", ""Room-darkening shades"", ""Marina view"", ""Hangers"", ""Cooking basics"", ""Essentials"", ""BBQ grill"", ""River view"", ""Toaster"", ""Long term stays allowed"", ""Washer"", ""Dishes and silverware"", ""Dining table"", ""Body soap"", ""Barbecue utensils"", ""Fire pit"", ""Shower gel"", ""Extra pillows and blankets"", ""Stainless steel oven"", ""Cleaning available during stay"", ""Dedicated workspace"", ""Bed linens"", ""Clothing storage: walk-in closet, closet, and dresser"", ""Private patio or balcony"", ""Carbon monoxide alarm"", ""Private backyard \u2013 Fully fenced"", ""Outdoor furniture"", ""Self check-in"", ""Bose sound system with aux"", ""Shampoo"", ""HDTV with Disney+, HBO Max, Netflix, standard cable, DVD player"", ""Microwave"", ""Kitchen"", ""Wine glasses"", ""Private entrance"", ""Exterior security cameras on property"", ""Keypad"", ""Conditioner"", ""Outdoor dining area"", ""Bathtub"", ""First aid kit"", ""Iron"", ""Glass top (induction)  stove"", ""Park view"", ""Ethernet connection"", ""Garden view"", ""Coffee"", ""Dryer"", ""Cleaning products""]",$81.00,2,365,2,2,365,365,2.0,365.0,,t,30,60,90,365,17/06/2025,7,0,0,198,0,0,0.0,23/09/2021,20/08/2022,4.86,5.0,5.0,4.86,4.86,4.86,4.86,Hosted License: 5007242201000277,f,2,0,2,0,0.15
52001607.0,https://www.airbnb.com/rooms/52001607,20250600000000.0,17/06/2025,previous scrape,2-Bedroom Apartment in Historic Capitol Hill House,"Located in the heart of the historic Capitol Hill neighborhood, this English basement apartment has it all: Proximity to Eastern Market, Metro access, history, peace and quiet. <br /><br />Whether you are exploring the city, on Capitol Hill for business, or doing research at the Library of Congress, this is the place for you. <br /><br />Your hosts are long-time Capitol Hill residents - one is even a licensed DC tour guide - and can help you get the most out of your stay.","The Capitol Hill neighborhood boasts a wide variety of attractions, from the United States Capitol, Library of Congress and the Washington Navy Yard  to such local favorites as Lincoln Park, the Folger Shakespeare Library and Eastern Market. With Metro just four blocks away, access to all parts of the city and its attractions is easy.",https://a0.muscache.com/pictures/miso/Hosting-52001607/original/666aedc3-c505-4905-a96f-1e7b2d75d8ea.jpeg,421112971,https://www.airbnb.com/users/show/421112971,Robert,01/09/2021,"Washington, DC",,within a few hours,100%,95%,t,https://a0.muscache.com/im/pictures/user/95634a05-6986-40c0-8dd6-e04257b4d88a.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/95634a05-6986-40c0-8dd6-e04257b4d88a.jpg?aki_policy=profile_x_medium,Southeast Washington,1.0,1.0,"['email', 'phone']",t,f,Neighborhood highlights,"Capitol Hill, Lincoln Park",,38.88752,-76.99069,Entire rental unit,Entire home/apt,4,,1 bath,2.0,,"[""Hot water"", ""Freezer"", ""Refrigerator"", ""Fire extinguisher"", ""Coffee maker: Keurig coffee machine"", ""Smoke alarm"", ""Children\u2019s books and toys for ages 2-5 years old, 5-10 years old, and 10+ years old"", ""Baking sheet"", ""Cooking basics"", ""Wifi"", ""Free street parking"", ""Hair dryer"", ""Room-darkening shades"", ""Hangers"", ""Central air conditioning"", ""Laundromat nearby"", ""Essentials"", ""Hot water kettle"", ""Toaster"", ""Long term stays allowed"", ""Dishes and silverware"", ""Dining table"", ""Free washer \u2013 In unit"", ""Body soap"", ""Dishwasher"", ""Board games"", ""Luggage dropoff allowed"", ""Shower gel"", ""Books and reading material"", ""Extra pillows and blankets"", ""Stainless steel oven"", ""Central heating"", ""Free dryer \u2013 In unit"", ""Bed linens"", ""Carbon monoxide alarm"", ""Outdoor furniture"", ""Self check-in"", ""Shampoo"", ""Microwave"", ""TV with HBO Max, Netflix, Roku"", ""Kitchen"", ""Wine glasses"", ""Babysitter recommendations"", ""Private entrance"", ""Bathtub"", ""First aid kit"", ""Iron"", ""Clothing storage: closet and dresser"", ""Portable fans"", ""Single level home"", ""Stainless steel electric stove"", ""Blender"", ""Coffee"", ""Lockbox"", ""Conditioner"", ""Cleaning products""]",,3,365,3,3,365,365,3.0,365.0,,t,0,0,0,0,17/06/2025,65,16,1,0,18,96,,10/10/2021,20/05/2025,4.97,4.98,4.97,5.0,4.98,5.0,4.92,Hosted License: 5007242201000357,f,1,1,0,0,1.45
52041391.0,https://www.airbnb.com/rooms/52041391,20250600000000.0,17/06/2025,previous scrape,Great Location Townhouse Capitol Hill and H Street,"Enjoy DC in this magnificent 4BED/3.5BTH Historic Row-Townhome located in the heart of the extremely popular H Street Corridor neighborhood! with a free trolley, tones of hip restaurants and bars is also at your doorstep. You will be a 8 minute walk away from the Capitol, with the National Mall and Smithsonians just beyond! Also a 5 minute walk from Union Station, a hub for metro, rail and buses. Elegent Capitol Hill is also steps away.<br /><br />Includes a garage parking spot and 4 nice decks.","The house is located in a nice residential street just steps away from the H Streeet Corridor, one of DC's most vibrant areas. Countless dining and commercial options will be at your doorstep.<br /><br />A couple of blocks North you'll find Union Market, the city's newest addition to the dining scene, make sure to check it out.<br /><br />A couple of streets South  you'll find yourself strolling the leafy streets of historic Capitol Hill, one of the DC's premier residential neighborhood, hemmed on it's West end by the US Capitol. From there you access the monumental area of the city.<br /><br />Union Station, the city's main transportation hub is also a couple of blocks away.",https://a0.muscache.com/pictures/miso/Hosting-52041391/original/3692fe5d-d96d-4c10-8dbc-987ad6018f26.jpeg,404692244,https://www.airbnb.com/users/show/404692244,Juan Rodrigo,01/06/2021,"Washington, DC",,within an hour,100%,100%,f,https://a0.muscache.com/im/pictures/user/99e81b6e-35c0-4ade-9414-9cabd5dcadbd.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/99e81b6e-35c0-4ade-9414-9cabd5dcadbd.jpg?aki_policy=profile_x_medium,H Street Corridor,2.0,2.0,"['email', 'phone']",t,t,Neighborhood highlights,"Union Station, Stanton Park, Kingman Park",,38.90004,-77.00022,Entire townhouse,Entire home/apt,15,,3.5 baths,4.0,,"[""Ceiling fan"", ""Hot water"", ""Freezer"", ""Game console"", ""Stainless steel gas stove"", ""GE stainless steel oven"", ""Refrigerator"", ""Fire extinguisher"", ""Smoke alarm"", ""Baking sheet"", ""Cooking basics"", ""Wifi"", ""Hammock"", ""Hangers"", ""Central air conditioning"", ""Essentials"", ""Long term stays allowed"", ""Dishes and silverware"", ""Dining table"", ""Free washer \u2013 In unit"", ""Dishwasher"", ""Coffee maker"", ""Luggage dropoff allowed"", ""Mosquito net"", ""Books and reading material"", ""Extra pillows and blankets"", ""Central heating"", ""Dedicated workspace"", ""High chair"", ""Free carport on premises \u2013 1 space"", ""Free dryer \u2013 In unit"", ""Bed linens"", ""Pack \u2019n play/Travel crib"", ""Private patio or balcony"", ""Carbon monoxide alarm"", ""Private backyard \u2013 Fully fenced"", ""Outdoor furniture"", ""Self check-in"", ""HDTV with Netflix, Roku"", ""Microwave"", ""Kitchen"", ""Private entrance"", ""Keypad"", ""Outdoor dining area"", ""Bathtub"", ""First aid kit"", ""Clothing storage: closet and dresser"", ""Pets allowed"", ""Blender"", ""Coffee"", ""Cleaning products""]",,2,1125,2,2,1125,1125,2.0,1125.0,,t,20,50,80,255,17/06/2025,62,12,0,183,17,72,,03/10/2021,13/04/2025,4.81,4.79,4.69,4.95,4.82,4.85,4.61,Unhosted License: 5007242201001952,t,2,2,0,0,1.37
52093234.0,https://www.airbnb.com/rooms/52093234,20250600000000.0,17/06/2025,city scrape,Fancy 1-BR in Central Location ⚜ Parking available,"♢Walk-score 92 (daily errands accomplished on foot!)<br />♢ 12-15 minutes walk to either of the nearest Metro subway stations Mt. Vernon Sq. or Shaw-Howard on the G/Y Line. <20-minutes walk to Red Line station NoMa-Gallaudet<br />♢ 12-minutes walk to Washington Convention Center<br />♢ Samsung Frame smart TV w/Neflix, AppleTV, etc<br />♢ High-speed Wi-Fi<br />♢ FREE secured parking by request, unrestricted street parking also available<br /><br />A luxury-style stay close to all the highlights of DC - skip the hotel & stay here!","airbnb.com/things-to-do/places/1438173<br />airbnb.com/things-to-do/places/3333592<br />airbnb.com/things-to-do/places/717608<br /><br />The southern end of Shaw gives way to high-end shopping mecca CityCenterDC and the retail-filled Penn Quarter & Chinatown neighborhood. The dining and bar scene in Shaw sizzles, with new spots opening up on 7th and 9th Streets and in the neighborhood's quirky, historic alleyways.",https://a0.muscache.com/pictures/prohost-api/Hosting-52093234/original/64c6ca02-4a4e-4a2f-97a2-8a08fa17257e.jpeg,421782658,https://www.airbnb.com/users/show/421782658,Louis,05/09/2021,,,within an hour,100%,97%,t,https://a0.muscache.com/im/pictures/user/376bfaa4-278c-44c7-b642-8aee39cf94d1.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/376bfaa4-278c-44c7-b642-8aee39cf94d1.jpg?aki_policy=profile_x_medium,Northwest Washington,2.0,2.0,"['email', 'phone']",t,t,Neighborhood highlights,"Edgewood, Bloomingdale, Truxton Circle, Eckington",,38.909283,-77.015854,Entire serviced apartment,Entire home/apt,4,1.0,1 bath,1.0,1.0,"[""Hot water"", ""Refrigerator"", ""Fire extinguisher"", ""Smoke alarm"", ""Free street parking"", ""Cooking basics"", ""Wifi"", ""Spa Essentials shampoo"", ""Hair dryer"", ""Room-darkening shades"", ""Hangers"", ""Essentials"", ""BBQ grill"", ""TV"", ""Free parking on premises"", ""Washer"", ""Dishes and silverware"", ""Dishwasher"", ""Coffee maker"", ""Luggage dropoff allowed"", ""Extra pillows and blankets"", ""Stainless steel oven"", ""Cleaning available during stay"", ""Central heating"", ""Dedicated workspace"", ""Free dryer \u2013 In unit"", ""Bed linens"", ""Air conditioning"", ""Carbon monoxide alarm"", ""Self check-in"", ""Microwave"", ""Private entrance"", ""Kitchen"", ""Bathtub"", ""First aid kit"", ""Iron"", ""Pets allowed"", ""Stainless steel electric stove"", ""Lockbox""]",$178.00,2,365,2,5,1125,1125,3.9,1125.0,,t,1,17,47,227,17/06/2025,211,56,2,155,61,255,45390.0,12/09/2021,03/06/2025,4.86,4.85,4.89,4.78,4.93,4.76,4.79,Hosted License: 5007242201001356,f,2,2,0,0,4.6
52163897.0,https://www.airbnb.com/rooms/52163897,20250600000000.0,17/06/2025,city scrape,Walk to the Capitol! 2 BR 2 BATH Great APT!!,"Your<br />This location can't be beat! Step out the door onto iconic East Capitol Street. Large beautiful townhouses line the streets. Bump elbows with senators during breakfast at Jimmy's located on the corner. Well stocked corner markets have everything you need. A short stroll to Eastern Market for fresh produce, meats and cheeses.  family will be close to everything when you stay at this centrally-located place.",,https://a0.muscache.com/pictures/miso/Hosting-52163897/original/127b905a-1926-4293-8d9c-8b0745815a88.jpeg,395909309,https://www.airbnb.com/users/show/395909309,Paul,07/04/2021,,,within an hour,100%,98%,f,https://a0.muscache.com/im/pictures/user/4962639a-c03e-49fb-a7e9-db8c512bb000.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/4962639a-c03e-49fb-a7e9-db8c512bb000.jpg?aki_policy=profile_x_medium,Capitol Hill,10.0,10.0,"['email', 'phone']",t,t,,"Capitol Hill, Lincoln Park",,38.8903,-76.99777,Entire rental unit,Entire home/apt,6,2.0,2 baths,2.0,3.0,"[""Hot water"", ""Freezer"", ""Refrigerator"", ""Fire extinguisher"", ""Coffee maker: Keurig coffee machine"", ""Smoke alarm"", ""Cooking basics"", ""Wifi"", ""Hair dryer"", ""Hangers"", ""Central air conditioning"", ""Essentials"", ""Hot water kettle"", ""Toaster"", ""TV"", ""Long term stays allowed"", ""Washer"", ""Dishes and silverware"", ""Dining table"", ""Body soap"", ""Dishwasher"", ""Luggage dropoff allowed"", ""Shower gel"", ""Extra pillows and blankets"", ""Central heating"", ""Dedicated workspace"", ""High chair"", ""Free dryer \u2013 In unit"", ""Bed linens"", ""Pack \u2019n play/Travel crib"", ""Carbon monoxide alarm"", ""Stove"", ""Self check-in"", ""Shampoo"", ""Microwave"", ""Oven"", ""Kitchen"", ""Wine glasses"", ""Bathtub"", ""Iron"", ""Clothing storage: closet and dresser"", ""Coffee"", ""Lockbox"", ""Conditioner""]",$251.00,3,1125,3,7,1125,1125,6.7,1125.0,,t,4,11,41,316,17/06/2025,50,20,0,149,18,120,30120.0,12/10/2021,02/05/2025,4.2,4.34,4.36,4.6,4.24,4.9,4.22,Hosted License: 5007242201002160,f,7,7,0,0,1.12
